Date,GLD,GDX,Beta,Alpha,Spread,Z_Score,Position,Signal_Change
2023-02-08,174.41000366210938,29.31971549987793,0.3286572214611539,4.029343391020891,0.0217758771980003,0.05997382579618261,0.0,0.0
2023-02-09,173.02999877929688,28.730812072753903,0.328858972189041,4.028786551207016,0.020379823295805,-0.13540676553564243,0.0,0.0
2023-02-10,173.36000061035156,28.595653533935547,0.3290089920196868,4.02839975738356,0.023719644024891,0.13357064372632493,0.0,0.0
2023-02-13,172.47999572753906,28.557035446166992,0.3291122642024035,4.028166797621726,0.0189619706161865,-0.3879200338307878,0.0,0.0
2023-02-14,172.61000061035156,28.614961624145508,0.3291496641948404,4.028112603489023,0.0189772751023822,-0.3995134186503771,0.0,0.0
2023-02-15,170.88999938964844,27.79435920715332,0.329174726254594,4.028097062630216,0.0184719849332664,-0.47743003681931395,0.0,0.0
2023-02-16,170.75,27.67850875854492,0.3291337200769167,4.028305373406906,0.0189551787496364,-0.47761254132033004,0.0,0.0
2023-02-17,171.25999450683594,27.42749786376953,0.3291342102154982,4.028391401008713,0.0248483322812731,0.08600585503767305,0.0,0.0
2023-02-21,170.6199951171875,27.137874603271484,0.3291076584603596,4.028591905460566,0.0244854727906549,-0.029287964915889714,0.0,0.0
2023-02-22,169.66000366210938,26.50069808959961,0.3290278616909365,4.028962857166384,0.026553007382029,0.2017703543143196,0.0,0.0
2023-02-23,169.57000732421875,26.36553955078125,0.3287935085258167,4.029849910049252,0.0275845775934175,0.29148144625844774,0.0,0.0
2023-02-24,168.35000610351562,26.056604385375977,0.3283983935760062,4.031253823107594,0.0241235132526922,-0.3096576109832606,0.0,0.0
2023-02-27,169.00999450683594,26.25934600830078,0.3280167098807399,4.032605002741267,0.0253870370505424,-0.14479752767781495,0.0,0.0
2023-02-28,169.77999877929688,26.558624267578125,0.3276687782674679,4.033848845466552,0.0261125375762585,-0.02564791984282876,0.0,0.0
2023-03-01,170.75999450683594,27.137874603271484,0.3275165326835492,4.034469123540846,0.0246806469185756,-0.2347952866086973,0.0,0.0
2023-03-02,170.66000366210938,27.195798873901367,0.3272057209578973,4.035570618596048,0.0233217266038838,-0.4259250450924198,0.0,0.0
2023-03-03,172.49000549316406,27.639888763427734,0.3267211050690243,4.03722834608788,0.0286386626832184,0.5651092058184568,0.0,0.0
2023-03-06,171.6199951171875,27.108911514282227,0.326590044068223,4.037766800119872,0.0298136585960699,0.783249454135102,0.0,0.0
2023-03-07,168.6199951171875,25.960063934326172,0.3262540773958677,4.0389787270716555,0.0262031387342753,0.1647051676218279,0.0,0.0
2023-03-08,168.5399932861328,25.882831573486328,0.3255688755685321,4.04132341547195,0.0265853134639293,0.27934032757065863,0.0,0.0
2023-03-09,170.1999969482422,25.757326126098633,0.3245231517318303,4.044840980618195,0.037848657336867,2.238650008373714,-1.0,-1.0
2023-03-10,173.8699951171875,26.25934600830078,0.3220954574522839,4.0528929340336,0.0527999019377256,3.5443485209942343,-1.0,0.0
2023-03-13,177.86000061035156,28.093637466430664,0.3208859803457831,4.057056917366783,0.0536107840579207,2.956211269765331,-1.0,0.0
2023-03-14,176.8300018310547,28.31568145751953,0.3203908812375144,4.058863380035049,0.0451255256814144,1.8517835622220933,-1.0,0.0
2023-03-15,178.2100067138672,28.31568145751953,0.3200633616842089,4.060087029573908,0.0527707486179878,2.337237583949227,-1.0,0.0
2023-03-16,178.57000732421875,28.15155982971191,0.3199297990231924,4.060704679889342,0.0564774606993454,2.3913348409440474,-1.0,0.0
2023-03-17,183.77000427246097,29.52245330810547,0.3206276329921963,4.058659807736948,0.0696522057684605,2.863699544024485,-1.0,0.0
2023-03-20,183.83999633789065,30.03412628173828,0.3217822340964722,4.055133266790579,0.0641218023120604,2.1766939452807743,-1.0,0.0
2023-03-21,180.3699951171875,28.96250915527344,0.3231932431774583,4.050741754937314,0.056399345217299,1.5273803513138267,-1.0,0.0
2023-03-22,183.44000244140625,29.503145217895508,0.3243539919661947,4.047171708528742,0.0669408710557553,1.9877330359763075,-1.0,0.0
2023-03-23,185.7400054931641,30.22720718383789,0.3259867631370066,4.042083547086188,0.0710594213177833,2.0024469368226203,-1.0,0.0
2023-03-24,183.6499938964844,30.458908081054688,0.3282373360488169,4.034983956027847,0.0566648054947416,1.0993258137412232,-1.0,0.0
2023-03-27,181.9499969482422,30.42994499206543,0.3302022127591853,4.0287582249318294,0.0471920778523031,0.5183813673002957,-1.0,0.0
2023-03-28,183.44000244140625,31.192626953125,0.3315589323251889,4.024480276292133,0.0467843871063662,0.45008507547392596,-1.0,0.0
2023-03-29,182.52999877929688,30.931962966918945,0.3335186228193824,4.01822864170678,0.0441200035642781,0.25163305097870575,-1.0,0.0
2023-03-30,184.17999267578125,31.39536476135254,0.3358395684536212,4.010812061638225,0.0475765435722381,0.4113084062174625,-1.0,0.0
2023-03-31,183.22000122070312,31.23124122619629,0.338775438331031,4.0013945611746795,0.0434248606040563,0.10974057358743945,-1.0,0.0
2023-04-03,184.5399932861328,31.93599510192871,0.3414805444825034,3.9927140980889817,0.0423544218945943,0.004797669726526992,-1.0,0.0
2023-04-04,187.97999572753903,33.007606506347656,0.3442333696739862,3.9838649832393953,0.0487766515355954,0.37687633009614374,-1.0,0.0
2023-04-05,187.8300018310547,33.15242385864258,0.3488816696330874,3.9688396181242354,0.0452225530490864,0.1022787656044395,-1.0,0.0
2023-04-06,186.4900054931641,33.23930740356445,0.3530180117003094,3.955471939923152,0.0360248035464962,-0.5486392591468284,0.0,1.0
2023-04-10,185.11000061035156,32.81452560424805,0.3566726279103363,3.9436631073912745,0.0321889089007338,-0.849311656719673,0.0,0.0
2023-04-11,186.27999877929688,33.384124755859375,0.3599781476987531,3.932987586508111,0.0314310117844494,-0.9322639844821122,0.0,0.0
2023-04-12,187.19000244140625,33.71236038208008,0.3636826735277319,3.9210007102279194,0.0317370630559921,-0.9384564255614061,0.0,0.0
2023-04-13,189.72000122070312,34.62950897216797,0.3679888843313444,3.907042000848656,0.034094834483147,-0.8116753436795164,0.0,0.0
2023-04-14,186.36000061035156,33.87648391723633,0.3722317795400054,3.8932822292729377,0.0231293230618918,-1.6286518387140825,0.0,0.0
2023-04-17,185.52999877929688,33.11380386352539,0.3756953414937435,3.882046746611928,0.026254843750995,-1.378559724327061,0.0,0.0
2023-04-18,186.25,33.355159759521484,0.3798061622434422,3.868705364703444,0.0263235819418108,-1.3500302684515864,0.0,0.0
2023-04-19,185.36000061035156,32.90141677856445,0.384638577701915,3.8530077176716904,0.0255512480165283,-1.4018001831765978,0.0,0.0
2023-04-20,186.08999633789065,32.882102966308594,0.3893796240730472,3.837608069238665,0.028547141988839,-1.1951812851862225,0.0,0.0
2023-04-21,184.25,32.44766616821289,0.3945153389541706,3.8209421232338294,0.0225845829486663,-1.534719259447869,0.0,0.0
2023-04-24,184.80999755859375,32.54420852661133,0.3996528121664473,3.8042552987195744,0.0232423035683595,-1.3785714932777415,0.0,0.0
2023-04-25,185.75,32.60213088989258,0.4031558940863401,3.792911086488866,0.0267432099029258,-1.0641617073354779,0.0,0.0
2023-04-26,184.7400054931641,32.17735290527344,0.4065106562840347,3.7820662269935785,0.0257778827566124,-1.0643881537269666,0.0,0.0
2023-04-27,184.75,32.67936325073242,0.409744023669447,3.771638976756546,0.0186921549251293,-1.4204349782531434,0.0,0.0
2023-04-28,184.8000030517578,32.418704986572266,0.4120551757125663,3.7641916809362193,0.0216514979771389,-1.1480234808152934,0.0,0.0
2023-05-01,183.97000122070312,32.254581451416016,0.4147152767146741,3.7556271517788664,0.0185656487387513,-1.2898820589907698,0.0,0.0
2023-05-02,187.52000427246097,33.53858947753906,0.4176070025793581,3.7463008000411513,0.0206579890329585,-1.092246673721803,0.0,0.0
2023-05-03,189.11000061035156,33.654441833496094,0.4204711357240127,3.7370577613217986,0.0268335963843622,-0.61073000646041,0.0,0.0
2023-05-04,190.44000244140625,34.45573043823242,0.424262315183549,3.7248337388129182,0.0227526102225814,-0.8712270559519082,0.0,0.0
2023-05-05,187.4600067138672,34.17576217651367,0.4284189179317441,3.711406772269652,0.0091901962206408,-1.971269018311381,0.0,0.0
2023-05-08,187.69000244140625,34.137149810791016,0.4319545268323791,3.699974660993085,0.0098507047938856,-1.8284956200375146,0.0,0.0
2023-05-09,189.02000427246097,34.030948638916016,0.4346223512467254,3.6913739355608586,0.0174483772326743,-1.0815265353571828,0.0,0.0
2023-05-10,188.75,33.78960037231445,0.4373105926979491,3.68271218645653,0.0183109745584832,-0.945376490996969,0.0,0.0
2023-05-11,187.1300048828125,32.360782623291016,0.4390864968002128,3.677022174280289,0.0281008149753514,0.03282925457809412,0.0,0.0
2023-05-12,186.80999755859375,32.43801498413086,0.4410033517727041,3.6709105980509977,0.0247847971901613,-0.23575995967255775,0.0,0.0
2023-05-15,187.2100067138672,32.7372932434082,0.4425645057305175,3.665927626504174,0.0224105208825351,-0.4360712453176926,0.0,0.0
2023-05-16,184.8699951171875,31.868412017822266,0.4437625056444201,3.66211352059804,0.021404249105708,-0.49794561685632244,0.0,0.0
2023-05-17,184.22999572753903,31.598100662231445,0.44517863633696,3.657647664055781,0.0212922703045466,-0.46900019964219686,0.0,0.0
2023-05-18,181.83999633789065,30.777494430541992,0.4465154752459465,3.653423725191008,0.0195914717608269,-0.6872536500217414,0.0,0.0
2023-05-19,183.63999938964844,31.047813415527344,0.4478277496721933,3.6493036428393455,0.0251487278525992,0.29111331948061636,0.0,0.0
2023-05-22,183.2100067138672,30.767841339111328,0.4489632124398055,3.6457433561756063,0.0265307234114127,0.5855974995216707,0.0,0.0
2023-05-23,183.42999267578125,30.555448532104492,0.4506716666326247,3.6403344362129744,0.0304074962578679,1.3033404552247843,0.0,0.0
2023-05-24,181.9499969482422,29.85069274902344,0.4523785369620375,3.634940038561525,0.0324202410941953,1.6545269582689073,0.0,0.0
2023-05-25,180.1999969482422,29.21352195739746,0.453963127536922,3.6299519051170455,0.0321570701044473,1.654764557259185,0.0,0.0
2023-05-26,180.9199981689453,29.35833168029785,0.4554860736132688,3.625166009066059,0.0335389499603717,1.7432749391760929,0.0,0.0
2023-05-30,182.0399932861328,29.155595779418945,0.4571840671280278,3.619824873520078,0.0424811245972964,2.753385893783462,-1.0,-1.0
2023-05-31,182.32000732421875,29.841039657592773,0.4589154247014108,3.614407428698366,0.0329321657141923,1.2557124170490883,-1.0,0.0
2023-06-01,183.7599945068359,30.902997970581055,0.4607642214820803,3.6085709425821806,0.0242451817739635,-0.004567474720833432,0.0,1.0
2023-06-02,181.0500030517578,30.323747634887695,0.4623892146823416,3.603436445933058,0.0176966394216506,-0.9002208828242496,0.0,0.0
2023-06-05,182.13999938964844,30.468563079833984,0.463734051311778,3.599192587073918,0.0211450163025999,-0.39321498384137243,0.0,0.0
2023-06-06,182.33999633789065,30.53614044189453,0.4658220152026999,3.5925369544665777,0.020732129542635,-0.43931994028938715,0.0,0.0
2023-06-07,180.1499938964844,29.97620010375977,0.4676601465089773,3.5867037430434827,0.0168527504658282,-0.9384425688979909,0.0,0.0
2023-06-08,182.52999877929688,30.449254989624023,0.4692097614248211,3.5818085689455947,0.0222565532619114,-0.15371557157839824,0.0,0.0
2023-06-09,182.0399932861328,30.00516128540039,0.4710213091244478,3.5760630656231944,0.0260458684659701,0.35292652838846644,0.0,0.0
2023-06-12,181.8800048828125,30.15962791442871,0.4727286840084865,3.570669819040966,0.0223250863862221,-0.18322610261519132,0.0,0.0
2023-06-13,180.5399932861328,29.821733474731445,0.4737328492531478,3.5675275419452053,0.0199892749038452,-0.5270753771530589,0.0,0.0
2023-06-14,180.63999938964844,29.802425384521484,0.4751623235040869,3.5630064115542064,0.0205185187631036,-0.4500911305569895,0.0,0.0
2023-06-15,181.91000366210935,29.927928924560547,0.4760180386596317,3.5603651626118564,0.0252605569903421,0.24045751773375154,0.0,0.0
2023-06-16,181.6300048828125,30.304441452026367,0.47680037837895,3.5579694836510254,0.0174957884544122,-0.8439114561841456,0.0,0.0
2023-06-20,179.75,29.09766960144043,0.4774810826400999,3.55585906729892,0.026282455973706,0.35301049099596493,0.0,0.0
2023-06-21,179.49000549316406,29.020435333251953,0.4781749712941875,3.5537317201607346,0.0258943843733918,0.23121234335246463,0.0,0.0
2023-06-22,177.7100067138672,28.817699432373047,0.4788368945316213,3.5517191067795397,0.0190680390095501,-0.9385106093643272,0.0,0.0
2023-06-23,178.1999969482422,28.75977325439453,0.4794613494320918,3.549825807317112,0.0225807344072448,-0.3710903965254337,0.0,0.0
2023-06-26,178.50999450683594,29.03009033203125,0.47992002520426,3.5484529565411336,0.0196612294198939,-0.8237793624445024,0.0,0.0
2023-06-27,177.69000244140625,28.624614715576172,0.4802285145127576,3.547514281269372,0.0217115317460097,-0.45093751423823714,0.0,0.0
2023-06-28,177.27999877929688,28.20948600769043,0.4806058834533713,3.546409171231228,0.0262617955122221,0.30894239306628385,0.0,0.0
2023-06-29,177.08999633789062,28.595653533935547,0.4809093324075055,3.5455592106418616,0.0184873520705668,-0.9973865097500301,0.0,0.0
2023-06-30,178.27000427246094,29.068706512451172,0.4811337282126837,3.544907569688305,0.0171335634947267,-1.1790335065917057,0.0,0.0
2023-07-03,178.47000122070312,29.628650665283203,0.4814093300514439,3.544055979162719,0.0089926177458918,-2.26052570031237,1.0,1.0
